title,type,director,country,date_added,release_year,rating,duration,listed_in
Lion's Heart,Movie,Karim El Sobky,Egypt,9-May-19,2013,TV-14,111 min,"Action & Adventure, International Movies"
Lionheart,Movie,Genevieve Nnaji,Nigeria,4-Jan-19,2018,TV-PG,95 min,"Comedies, Dramas, Independent Movies"
Liss Pereira: Reteniendo líquidos,Movie,Fernando Ayllón,Brazil,10-Apr-19,2019,TV-14,59 min,Stand-Up Comedy
Listen,Movie,Philippe Aractingi,Lebanon,19-Oct-20,2017,TV-MA,103 min,"Dramas, Independent Movies, International Movies"
Listen Up! The Lives of Quincy Jones,Movie,Ellen Weissbrod,,1-Nov-19,1990,TV-14,116 min,"Documentaries, Music & Musicals"
Little Baby Bum: Go Buster,Movie,,,1-Oct-19,2019,TV-Y,58 min,Children & Family Movies
Little Baby Bum: Nursery Rhyme Friends,TV Show,,United Kingdom,18-Oct-19,2019,TV-Y,2 Seasons,"British TV Shows, Kids' TV"
Little Boxes,Movie,Rob Meyer,United States,1-Jun-17,2016,TV-MA,89 min,"Comedies, Dramas, Independent Movies"
Little Dragon Maiden,Movie,Hua Shan,Hong Kong,1-Aug-18,1983,TV-14,92 min,"Action & Adventure, International Movies, Romantic Movies"
Little Evil,Movie,Eli Craig,United States,1-Sep-17,2017,TV-MA,95 min,"Comedies, Horror Movies"
Little Lunch,TV Show,,Australia,1-Feb-18,2015,,1 Season,"Kids' TV, TV Comedies"
Little Lunch: The Halloween Horror Story,Movie,Tim Bartley,Australia,15-Mar-18,2016,TV-Y7,23 min,"Children & Family Movies, Comedies"
Little Lunch: The Nightmare Before Graduation,Movie,Robyn Butler,Australia,15-Mar-18,2016,TV-Y7,25 min,"Children & Family Movies, Comedies"
Little Men,Movie,Ira Sachs,"United States, Greece, Brazil",12-Jan-17,2016,PG,85 min,"Dramas, Independent Movies"
Little Miss Sumo,Movie,Matt Kay,United Kingdom,28-Oct-19,2018,TV-G,20 min,"Documentaries, International Movies, Sports Movies"
Little Monsters,Movie,Richard Greenberg,United States,1-Nov-20,1989,PG,102 min,"Children & Family Movies, Comedies"
Little Nicky,Movie,Steve Brill,United States,1-Dec-20,2000,PG-13,90 min,Comedies
Little Singham,TV Show,,India,4-Jul-20,2020,TV-Y7,2 Seasons,"Kids' TV, TV Comedies"
Little Singham aur Kaal ka Mahajaal,Movie,Prakash Satam,,1-Dec-18,2018,TV-Y7-FV,68 min,"Children & Family Movies, Comedies"
Little Singham Bandarpur Mein Hu Ha Hu,Movie,,,11-Jul-19,2019,TV-Y7,67 min,"Children & Family Movies, Comedies"
Little Singham in London,Movie,Prakash Satam,,22-Apr-19,2019,TV-Y7,66 min,"Children & Family Movies, Comedies"
Little Singham: Kaal Ka Badla,Movie,Prakash Satam,,19-Aug-20,2020,TV-Y7,70 min,"Children & Family Movies, Comedies"
Little Singham: Kaal Ki Tabaahi,Movie,Prakash Satam,,19-Oct-19,2019,TV-Y7,66 min,"Children & Family Movies, Comedies"
Little Singham: Legend of Dugabakka,Movie,,,15-Jul-20,2020,TV-Y7,68 min,"Children & Family Movies, Comedies"
Little Singham: Mahabali,Movie,Prakash Satam,,27-Nov-19,2019,TV-Y7,69 min,"Children & Family Movies, Comedies"
Little Sister,Movie,Zach Clark,United States,14-Jan-17,2016,NR,91 min,"Comedies, Dramas, Independent Movies"
Little Things,TV Show,,India,9-Nov-19,2019,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies"
Little Witch Academia,TV Show,,Japan,30-Jun-17,2017,TV-Y7,2 Seasons,"Anime Series, International TV Shows"
Littlest Pet Shop: A World of Our Own,TV Show,,United States,1-Feb-19,2018,TV-Y7,2 Seasons,Kids' TV
Liv and Maddie,TV Show,,United States,23-Apr-17,2017,TV-G,4 Seasons,"Kids' TV, TV Comedies"
Live,TV Show,,South Korea,5-Feb-19,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows"
"Live Twice, Love Once",Movie,Maria Ripoll,Spain,7-Jan-20,2020,TV-MA,102 min,"Comedies, Dramas, International Movies"
Live Up To Your Name,TV Show,,South Korea,1-Jan-20,2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
Living in Bondage: Breaking Free,Movie,Ramsey Nouah,Nigeria,22-May-20,2019,TV-MA,149 min,"Horror Movies, International Movies, Thrillers"
Living Undocumented,TV Show,,United States,2-Oct-19,2019,TV-MA,1 Season,Docuseries
Living with Yourself,TV Show,,United States,18-Oct-19,2019,TV-MA,1 Season,"TV Comedies, TV Dramas"
Lizzie Borden Took an Ax,Movie,Nick Gomez,United States,25-Jul-16,2014,TV-14,87 min,Thrillers
Llama Llama,TV Show,,United States,15-Nov-19,2019,TV-Y,2 Seasons,Kids' TV
Lo and Behold: Reveries of the Connected World,Movie,Werner Herzog,United States,23-Dec-16,2016,PG-13,98 min,Documentaries
Lo más sencillo es complicarlo todo,Movie,Rene Bueno,Mexico,4-May-18,2018,TV-14,94 min,"Comedies, International Movies, Romantic Movies"
Lo que la verdad esconde: El caso Asunta (Operacion Nenúfar),TV Show,,Spain,1-Feb-19,2017,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
Lo que la vida me robó,TV Show,,Mexico,31-Dec-17,2013,TV-14,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows"
Loaded,TV Show,,United Kingdom,1-Apr-18,2017,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies"
Lock,Movie,Smeep Kang,India,1-Oct-18,2016,TV-14,90 min,"Dramas, International Movies"
Lock Your Girls In,Movie,Fouad El-Mohandes,,21-May-20,1982,TV-PG,233 min,"Comedies, International Movies, Romantic Movies"
"Lock, Stock and Two Smoking Barrels",Movie,Guy Ritchie,United Kingdom,1-Jan-19,1998,R,108 min,"Action & Adventure, Comedies, Independent Movies"
Locke,Movie,Steven Knight,"United Kingdom, United States",15-Jul-18,2013,R,85 min,"Dramas, Independent Movies"
Locke & Key,TV Show,,"Canada, United States",7-Feb-20,2020,TV-14,1 Season,"TV Action & Adventure, TV Dramas, TV Mysteries"
Locked on You,Movie,Kıvanç Baruönü,Turkey,13-Sep-19,2018,TV-14,105 min,"Comedies, International Movies"
Locked Up,TV Show,,Spain,31-Jul-20,2020,TV-MA,5 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
Lockout,Movie,"James Mather, Steve Saint Leger","France, United States",7-May-20,2012,PG-13,95 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
Loco Love,Movie,"Fernando Sariñana, José Luis Gutiérrez",Mexico,30-Jul-17,2017,TV-MA,103 min,"Dramas, Independent Movies, International Movies"
Locust,TV Show,,Russia,1-Aug-17,2014,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows"
Loev,Movie,Sudhanshu Saria,India,1-May-17,2015,TV-MA,89 min,"Dramas, Independent Movies, International Movies"
Logan's Run,Movie,Michael Anderson,United States,1-Nov-19,1976,PG,118 min,"Action & Adventure, Classic Movies, Cult Movies"
Lola Igna,Movie,Eduardo Roy Jr.,Philippines,18-Jun-20,2019,TV-14,114 min,"Comedies, International Movies"
LoliRock,TV Show,,"South Korea, France"," May 1, 2018",2016,TV-Y,2 Seasons,Kids' TV
Lolita,Movie,Stanley Kubrick,"United Kingdom, United States",1-Nov-19,1962,R,153 min,"Classic Movies, Dramas, Romantic Movies"
Lommbock,Movie,Christian Zübert,Germany,9-Nov-18,2017,TV-MA,106 min,"Comedies, International Movies"
London Heist,Movie,Mark McQueen,United Kingdom,1-Jan-21,2017,R,96 min,Action & Adventure
London Hughes: To Catch a D*ck,Movie,Kristian Mercado,United States,22-Dec-20,2020,TV-MA,68 min,Stand-Up Comedy
London Spy,TV Show,Jakob Verbruggen,United Kingdom,31-Mar-17,2015,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows"
Long Shot,Movie,Jacob LaMendola,United States,29-Sep-17,2017,TV-14,40 min,Documentaries
Long Time Running,Movie,"Jennifer Baichwal, Nicholas de Pencier",Canada,12-Nov-17,2017,TV-14,96 min,"Documentaries, International Movies, Music & Musicals"
Longmire,TV Show,,United States,17-Nov-17,2017,TV-MA,6 Seasons,"Crime TV Shows, TV Dramas"
Loo Loo Kids: Johny & Friends Musical Adventures,TV Show,,,1-Sep-19,2016,TV-Y,1 Season,Kids' TV
Look for a Star,Movie,Andrew Lau Wai-Keung,Hong Kong,1-Dec-18,2009,TV-14,117 min,"Comedies, International Movies, Romantic Movies"
"Look Out, Officer",Movie,Sze Yu Lau,Hong Kong,16-Aug-18,1990,TV-14,88 min,"Action & Adventure, Comedies, International Movies"
Look Who's Back,Movie,David Wnendt,Germany,9-Apr-16,2015,NR,116 min,"Comedies, International Movies"
Lorai: Play to Live,Movie,Parambrata Chatterjee,India,1-Sep-17,2015,TV-14,155 min,"Dramas, International Movies, Sports Movies"
"Lorena, Light-Footed Woman",Movie,Juan Carlos Rulfo,Mexico,20-Nov-19,2019,TV-G,28 min,"Documentaries, International Movies, Sports Movies"
Los 10 años de Peter Capusotto,TV Show,,,29-Jun-18,2015,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
Los Herederos,Movie,Jorge Hernandez Aldana,Mexico,12-Aug-17,2015,TV-MA,71 min,"Dramas, International Movies"
Los Niños Héroes de Chapultepec,Movie,Ignacio López Escrivá,,15-Dec-17,2017,TV-14,88 min,"Documentaries, International Movies"
Los tiempos de Pablo Escobar,TV Show,Alessandro Angulo,Colombia,1-Aug-18,2012,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
Los Tigres del Norte at Folsom Prison,Movie,Tom Donahue,United States,15-Sep-19,2019,TV-PG,64 min,"Documentaries, International Movies, Music & Musicals"
Losers,TV Show,,,1-Mar-19,2019,TV-MA,1 Season,Docuseries
Losing Sight of Shore,Movie,Sarah Moshman,"United States, Australia, Samoa, United Kingdom",1-May-17,2017,TV-14,92 min,"Documentaries, Sports Movies"
Lost & Found Music Studios,TV Show,,Canada,3-Dec-16,2016,TV-G,2 Seasons,"Kids' TV, TV Comedies, TV Dramas"
Lost Bullet,Movie,Guillaume Pierret,France,19-Jun-20,2020,TV-MA,93 min,"Action & Adventure, Dramas, International Movies"
Lost Girl,TV Show,,Canada," April 17, 2016",2015,TV-14,5 Seasons,"TV Dramas, TV Horror, TV Mysteries"
Lost Girls,Movie,Liz Garbus,United States,13-Mar-20,2020,R,95 min,Dramas
Lost in London,Movie,Sunkanmi Adebayo,Nigeria,21-Dec-19,2017,TV-PG,86 min,"Comedies, International Movies"
Lost in Space,TV Show,,United States,24-Dec-19,2019,TV-PG,2 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
LOST SONG,TV Show,,Japan,5-Oct-18,2018,TV-14,1 Season,"Anime Series, International TV Shows"
Loudon Wainwright III: Surviving Twin,Movie,Christopher Guest,,13-Nov-18,2018,TV-14,92 min,Music & Musicals
Louis C.K. 2017,Movie,Louis C.K.,United States,4-Apr-17,2017,,74 min,Movies
Louis C.K.: Hilarious,Movie,Louis C.K.,United States,16-Sep-16,2010,,84 min,Movies
Louis C.K.: Live at the Comedy Store,Movie,Louis C.K.,United States,15-Aug-16,2015,,66 min,Movies
Love,TV Show,,United States,9-Mar-18,2018,TV-MA,3 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas"
Love @ Seventeen,TV Show,,Taiwan,21-Dec-18,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
Love & Anarchy,TV Show,,Sweden,4-Nov-20,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
Love 101,TV Show,,Turkey,24-Apr-20,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, Teen TV Shows"
Love Aaj Kal,Movie,Imtiaz Ali,India,27-Apr-20,2020,TV-MA,140 min,"Dramas, International Movies, Romantic Movies"
Love Alarm,TV Show,,South Korea,22-Aug-19,2019,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
Love and Fortune,TV Show,,Japan,30-Nov-18,2018,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
Love and Hong Kong,TV Show,,Japan,20-Jan-18,2017,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
Love and Shukla,Movie,Jatla Siddartha,India,1-Sep-18,2017,TV-MA,110 min,"Dramas, Independent Movies, International Movies"
Love Around,TV Show,,Taiwan,1-Nov-16,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
Love Beats Rhymes,Movie,RZA,United States,1-Mar-18,2016,R,106 min,"Dramas, Romantic Movies"
Love Cheque Charge,TV Show,,Taiwan,1-Oct-16,2014,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
Love Cuisine,TV Show,,Taiwan,1-Aug-16,2015,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
Love Dot Com: The Social Experiment,Movie,Charneice Fox,United States,17-Feb-20,2019,TV-MA,98 min,"Comedies, Romantic Movies"
Love Family,TV Show,,Taiwan,1-Nov-16,2013,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
Love for Sale,Movie,Andibachtiar Yusuf,Indonesia,6-Oct-19,2018,TV-14,101 min,"Dramas, International Movies, Romantic Movies"
Love for Sale 2,Movie,Andibachtiar Yusuf,Indonesia,10-Feb-20,2019,TV-14,96 min,"Dramas, International Movies, Romantic Movies"
Love for Ten: Generation of Youth,TV Show,,South Korea,17-Feb-17,2013,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
Love In A Puff,Movie,Pang Ho-cheung,Hong Kong,1-Aug-18,2010,TV-MA,103 min,"Comedies, Dramas, International Movies"
Love Is a Story,Movie,Cristina Jacob,Romania,1-Jun-19,2015,TV-MA,105 min,"International Movies, Music & Musicals, Romantic Movies"
Love Is Blind,Movie,"Andy Delaney, Monty Whitebloom",United States,12-May-20,2019,TV-MA,93 min,"Dramas, Independent Movies, Romantic Movies"
Love Is in the Air,TV Show,,United Kingdom,1-Mar-17,2010,TV-14,1 Season,"International TV Shows, TV Dramas"
Love Is War,Movie,Omoni Oboli,Nigeria,29-Apr-20,2019,TV-14,111 min,"Comedies, Dramas, International Movies"
Love Jacked,Movie,Alfons Adetuyi,"Canada, South Africa",1-Feb-20,2018,PG-13,94 min,"Comedies, International Movies, Romantic Movies"
Love Jones,Movie,Theodore Witcher,United States,1-Nov-19,1997,R,109 min,"Comedies, Dramas, Independent Movies"
Love Like the Falling Rain,Movie,Lasja Fauzia Susatyo,Indonesia,15-Oct-20,2020,TV-14,87 min,"Dramas, International Movies, Romantic Movies"
Love Me As I Am,TV Show,,Turkey,22-Feb-17,2015,TV-PG,3 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies"
Love Me or Leave Me,TV Show,,Taiwan,1-Nov-16,2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
Love Ni Bhavai,Movie,Saandeep Patel,India,1-May-18,2017,TV-14,163 min,"Comedies, International Movies, Romantic Movies"
Love Now,TV Show,,Taiwan,1-Nov-16,2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
Love O2O,Movie,Tianyu Zhao,China,1-Apr-19,2016,TV-14,103 min,"International Movies, Romantic Movies, Sci-Fi & Fantasy"
Love Off the Cuff,Movie,Pang Ho-cheung,"China, Hong Kong",31-Jan-19,2017,TV-MA,120 min,"Comedies, Dramas, International Movies"
Love on Delivery,Movie,Stephen Chow,Hong Kong,16-Aug-18,1994,TV-14,93 min,"Action & Adventure, Comedies, International Movies"
Love on the Spectrum,TV Show,,Australia,22-Jul-20,2019,TV-14,1 Season,"Docuseries, International TV Shows, Reality TV"
Love Per Square Foot,Movie,Anand Tiwari,India,14-Feb-18,2018,TV-14,133 min,"Comedies, International Movies, Romantic Movies"
Love Rain,TV Show,,South Korea,1-May-18,2012,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
Love Rhythms - Accidental Daddy,TV Show,,,18-Jun-18,2016,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas"
Love Shot,Movie,Steven Fine,United States,15-Jul-19,2018,TV-MA,77 min,"Dramas, Thrillers"
Love Station,Movie,Ahmad Samir Farag,Egypt,25-Apr-19,2011,TV-14,97 min,"Comedies, International Movies, Romantic Movies"
Love Storm,TV Show,,,1-Aug-17,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
Love Wedding Repeat,Movie,Dean Craig,"United Kingdom, Italy",10-Apr-20,2020,TV-MA,101 min,"Comedies, International Movies, Romantic Movies"
Love You to the Stars and Back,Movie,Antoinette Jadaone,Philippines,17-Dec-20,2017,TV-14,111 min,"Comedies, International Movies, Romantic Movies"
Love You... Love You Not,Movie,Sridhar Jetty,Indonesia,5-Jan-19,2015,TV-14,115 min,"Comedies, International Movies, Romantic Movies"
Love Your Garden,TV Show,,United Kingdom,26-Jul-19,2013,TV-G,1 Season,"British TV Shows, International TV Shows, Reality TV"
"Love, Chunibyo & Other Delusions!",TV Show,,Japan,1-Nov-19,2014,TV-PG,2 Seasons,"Anime Series, Romantic TV Shows, Teen TV Shows"
"Love, Death & Robots",TV Show,,United States,15-Mar-19,2019,TV-MA,1 Season,"TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy"
"Love, Guaranteed",Movie,Mark Steven Johnson,United States,3-Sep-20,2020,TV-PG,91 min,"Comedies, Independent Movies, Romantic Movies"
"Love, Rosie",Movie,Christian Ditter,"Germany, United Kingdom",20-Nov-19,2014,R,103 min,"Comedies, International Movies, Romantic Movies"
"Love, Surreal and Odd",Movie,Yılmaz Erdoğan,Turkey,18-Oct-19,2017,TV-14,95 min,"Comedies, International Movies, Romantic Movies"
Love.com,Movie,Anita Barbosa,Brazil,1-Jun-17,2017,TV-MA,92 min,"Comedies, International Movies, Romantic Movies"
Lovesick,TV Show,,,3-Sep-18,2014,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
Lovesong,Movie,So Yong Kim,United States,15-May-17,2016,TV-MA,84 min,"Dramas, Independent Movies, Romantic Movies"
Lovestruck in the City,TV Show,,South Korea,22-Dec-20,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
LoveTrue,Movie,Alma Har'el,United States,7-May-17,2016,TV-MA,82 min,Documentaries
Loving,Movie,Jeff Nichols,"United Kingdom, United States",16-Nov-20,2016,PG-13,124 min,"Dramas, Romantic Movies"
Loving Annabelle,Movie,Katherine Brooks,United States,1-Jul-18,2006,TV-MA,77 min,"Dramas, Independent Movies, LGBTQ Movies"
Loving is Losing,Movie,Fernando Ayllón,Colombia,26-Apr-19,2019,TV-MA,91 min,"Comedies, International Movies, Romantic Movies"
Loving You,Movie,Johnnie To,Hong Kong,16-Aug-18,1995,TV-14,79 min,"Dramas, International Movies"
"LSD: Love, Sex Aur Dhokha",Movie,Dibakar Banerjee,India,16-May-19,2010,TV-MA,112 min,"Dramas, Independent Movies, International Movies"
Lu Over the Wall,Movie,Masaaki Yuasa,Japan,18-Mar-20,2017,PG,113 min,"Anime Features, Music & Musicals, Sci-Fi & Fantasy"
Lucas Brothers: On Drugs,Movie,Jay Chapman,United States,18-Apr-17,2017,TV-MA,50 min,Stand-Up Comedy
Luccas Neto em: Acampamento de Férias 2,Movie,Lucas Margutti,Brazil,4-May-20,2020,TV-G,81 min,"Children & Family Movies, Comedies, Music & Musicals"
Luccas Neto in: Children's Day,Movie,Lucas Margutti,,1-Jan-20,2019,TV-G,81 min,"Children & Family Movies, Comedies, Music & Musicals"
Luccas Neto in: Summer Camp,Movie,Lucas Margutti,Brazil,5-Nov-19,2019,TV-G,87 min,"Children & Family Movies, Comedies, Music & Musicals"
Luccas Neto in: The End of Christmas,Movie,Lucas Margutti,Brazil,3-Mar-20,2019,TV-Y,71 min,"Children & Family Movies, Comedies, Music & Musicals"
Lucha: Playing the Impossible,Movie,Ana Quiroga,Argentina,15-Jul-18,2016,TV-PG,98 min,"Documentaries, International Movies, Sports Movies"
Luciano Mellera: Infantiloide,Movie,"Raúl Campos, Jan Suter",Argentina,6-Jul-18,2018,TV-14,66 min,Stand-Up Comedy
Lucid Dream,Movie,Jun-seong Kim,South Korea,2-Jun-17,2017,TV-MA,102 min,"International Movies, Sci-Fi & Fantasy, Thrillers"
Lucifer,TV Show,,United States,21-Aug-20,2020,TV-14,5 Seasons,"Crime TV Shows, TV Comedies, TV Dramas"
Luck by Chance,Movie,Zoya Akhtar,India,15-Dec-19,2009,TV-14,156 min,"Dramas, International Movies, Romantic Movies"
Luckee,Movie,Sanjay Jadhav,India,15-Jun-19,2019,TV-14,113 min,"Comedies, International Movies, Romantic Movies"
Lucknow Central,Movie,Ranjit Tiwari,India,16-Oct-17,2017,TV-14,144 min,"Dramas, International Movies, Music & Musicals"
Lucky Days,TV Show,,China,1-Sep-16,2010,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
Lucky: No Time for Love,Movie,"Radhika Rao, Vinay Sapru",India,15-Nov-17,2005,TV-14,131 min,"Dramas, International Movies, Romantic Movies"
Ludo,Movie,Anurag Basu,India,12-Nov-20,2020,TV-MA,150 min,"Comedies, Dramas, International Movies"
Lugar de Mulher,TV Show,,Brazil,28-Nov-19,2019,TV-MA,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies"
Luis Miguel - The Series,TV Show,,Mexico,12-Jul-19,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
Luka Chuppi,Movie,Laxman Utekar,India,7-Jun-19,2019,TV-PG,125 min,"Comedies, International Movies, Romantic Movies"
Luna Nera,TV Show,,Italy,31-Jan-20,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
Luna Petunia,TV Show,,United States,17-Nov-17,2017,TV-Y,3 Seasons,Kids' TV
Luna Petunia: Return to Amazia,TV Show,,"Canada, United States",20-Jul-18,2018,TV-Y,2 Seasons,Kids' TV
Lunatics,TV Show,,Australia,19-Apr-19,2019,TV-MA,1 Season,"International TV Shows, TV Comedies"
